Name,location,stipend,company_id,skills,hiring
SaShr Consultants,"
Mumbai ","₹ 5,000 - 10,000 ",12,"['Recruitment', 'MS-Excel', 'English Proficiency (Spoken)', 'Self-learning']",Not actively hiring
Smart Structure,"
Kolkata ","₹ 8,000 - 10,001 ",13,['Effective Communication'],Not actively hiring
IndyAlley Globalmart Pvt. Ltd.,"
Bangalore                                                                (Hybrid)
                                        


","₹ 10,000 - 12,000 ",14,"['Content Writing', 'Branding', 'Digital Marketing', 'Vendor Management', 'Analytical Thinking', 'Shopify', 'Interpersonal skills']",Not actively hiring
Samarth Adworks Studio,"
Delhi, Pune, Mumbai, Jaipur                                                                (Hybrid)
                                        


","₹ 6,000 - 12,500 ",15,"['Content Writing', 'Creative Thinking', 'Creative Writing', 'English Proficiency (Written)', 'Effective Communication', 'Creative Direction', 'Written Communication']",Not actively hiring
We Manage Star,"
Work from home ","₹ 10,000 - 16,000 ",16,['Interpersonal skills'],Not actively hiring
Thynk Google Media,"
Delhi, Ghaziabad, Noida ","₹ 5,000 - 10,000 ",17,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Video Making']",Not actively hiring
16TH JULY,"
Delhi ","₹ 8,000 - 12,000 ",18,"['Google Analytics', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'English Proficiency (Written)']",Not actively hiring
Nishkam Enterprises,"
Work from home ","₹ 1,000 - 10,000 ",19,"['Sales Management', 'Sales Support', 'Sales', 'Sales Strategy']",Not actively hiring
Madee,"
Work from home ","₹ 1,000 - 10,000 ",20,"['Market Analysis', 'Client Interaction', 'Sales Management', 'Client Relationship', 'Sales Support', 'Market research', 'Sales']",Not actively hiring
LOV-H-ER,"
Work from home ","₹ 1,000 - 10,000 ",21,"['Market Analysis', 'Sales Management', 'Sales Support', 'Hindi Proficiency (Spoken)', 'Market research', 'Sales', 'Sales Strategy']",Not actively hiring
Trip To Ocean,"
Jaipur ","₹ 4,000 - 5,000 ",22,"['Content Writing', 'Search Engine Optimization (SEO)', 'Client Interaction', 'CMS (Content Management System)', 'Customer Acquisition']",Not actively hiring
Quantum Business Solutions India (QBS),"
Gurgaon ","₹ 5,000 - 15,000 ",23,"['Social Media Marketing', 'E-commerce', 'Content Marketing']",Not actively hiring
Uttam Udyog,"
Work from home ","₹ 1,000 - 10,000 ",24,"['Sales Management', 'Sales Support', 'English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)', 'Sales', 'Marketing Strategies', 'Sales Strategy']",Not actively hiring
Sai Sravanthi Infra Projects,"
Hyderabad ","₹ 12,000 - 15,000 ",25,"['Social Media Marketing', 'Search Engine Optimization (SEO)', 'Creative Writing', 'English Proficiency (Spoken)']",Not actively hiring
Aashrith (A Unit Of Karthikeya Educational And Cultural Charitable Trust),"
Work from home ",Unpaid,26,['Social Media Marketing'],Not actively hiring
Elan Exports Consultancy,"
Mumbai                                                                (Hybrid)
                                        


","₹ 7,000 - 10,000 ",27,"['MS-PowerPoint', 'Google Docs', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Management', 'Google Sheets', 'Generative AI Tools']",Not actively hiring
Hulladek PWL,"
Cuttack, Delhi, Guwahati, Kolkata, Lucknow, Raigarh, Mumbai, Jaipur ",Performance Based,28,"['Social Media Marketing', 'Content Writing', 'Digital Marketing', 'Public Speaking', 'Business Development', 'Effective Communication', 'Graphic Design']",Not actively hiring
Grarri Private Limited,"
Hyderabad ","₹ 15,000 ",29,"['Presentation skills', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'Telugu Proficiency (Spoken)']",Not actively hiring
Priyesh Tiwarkar,"
Indore ","₹ 7,000 ",30,"['Creative Writing', 'Copywriting', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
DPC' Pest Controls,"
Gurgaon ","₹ 8,000 - 12,000 ",31,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Instagram Marketing']",Not actively hiring
Almalia Consulting,"
Delhi ","₹ 5,000 ",32,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Video Editing', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Web development', 'Marketing']",Not actively hiring
Aniket Rohra,"
Ulhasnagar, Mumbai ","₹ 10,000 - 20,000 ",33,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Videography', 'Content Management', 'Image Editing']",Not actively hiring
ReJean,"
Delhi                                                                (Hybrid)
                                        


","₹ 5,000 ",34,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Instagram Marketing']",Not actively hiring
Quest 4 Crest,"
Delhi                                                                (Hybrid)
                                        


","₹ 5,000 - 7,000 ",35,['Business Development'],Not actively hiring
Satvify,"
Gurgaon ","₹ 10,000 ",36,"['MS-Office', 'Effective Communication']",Not actively hiring
Indian School Of Media,"
Mumbai ","₹ 15,000 - 20,000 ",37,"['MS-Office', 'MS-Word', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Canva', 'Interpersonal skills']",Not actively hiring
The CAD Studio,"
Bhopal ","₹ 10,000 - 18,000 ",38,"['AutoCAD', 'Adobe Photoshop', 'Google SketchUp', 'Autodesk 3ds Max']",Not actively hiring
Parshwa Exports,"
Indore ","₹ 8,001 - 12,002 ",39,"['E-commerce', 'MS-Excel', 'Canva', 'ChatGPT']",Not actively hiring
Ashruti Consultants LLP,"
Hyderabad ","₹ 9,000 - 12,000 ",0,"['MS-Office', 'Accounting', 'Tally', 'English Proficiency (Spoken)']",Not actively hiring
Paudhewale.com,"
Patna                                                                (Hybrid)
                                        


","₹ 6,000 - 10,000 ",1,"['Client Interaction', 'Client Relationship', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Customer Support', 'Customer Acquisition']",Not actively hiring
District Administration Ludhiana,"
Ludhiana ","₹ 10,000 - 12,000 ",2,"['Problem Solving', 'Research and Analytics', 'Effective Communication', 'Data Analysis', 'Stakeholder Management', 'Data Preparation']",Not actively hiring
CA Pankaj Agrawal & Associates Chartered Accountants,"
Indore ","₹ 2,000 ",3,"['MS-Office', 'Accounting', 'English Proficiency (Written)', 'Statutory compliances']",Not actively hiring
Bani Realtors,"
Gurgaon ","₹ 15,000 ",4,"['Adobe Photoshop', 'Adobe Premiere Pro', 'Final Cut Pro', 'Filmora']",Not actively hiring
GoodMore Maritime Services,"
Mumbai ","₹ 5,000 - 15,000 ",5,"['MS-Office', 'Office Management', 'Microsoft 365']",Not actively hiring
LifeAdve,"
Nagpur ","₹ 3,000 - 10,000 ",6,['Video Editing'],Not actively hiring
Aryan Singh,"
Kolkata, North 24 Parganas                                                                (Hybrid)
                                        


","₹ 3,000 - 5,000 ",7,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Video Making']",Not actively hiring
PRED SOLUTIONS,"
Bangalore                                                                (Hybrid)
                                        


","₹ 5,000 - 8,000 ",8,"['Sales', 'Marketing', 'Administrative Support']",Not actively hiring
Kavita International,"
Jaipur ","₹ 5,000 - 10,000 ",9,"['Video Editing', 'Video Making']",Not actively hiring
Kiddopia,"
Mumbai                                                                (Hybrid)
                                        


","₹ 5,000 - 10,000 ",10,"['Fashion Styling', 'Research and Analytics']",Not actively hiring
SHN ADVERTISING & MARKETING,"
Kanpur ","₹ 5,000 - 7,000 ",11,"['Social Media Marketing', 'Blogging', 'Creative Writing', 'Hindi Proficiency (Written)']",Not actively hiring
Mulyaankan Enterprises,"
Delhi, Gurgaon, Noida                                                                (Hybrid)
                                        


","₹ 7,000 - 18,000 ",12,"['Social Media Marketing', 'Content Writing', 'Video Editing', 'Videography', 'Search Engine Optimization (SEO)']",Not actively hiring
Bhagwati Exports,"
Jaipur ","₹ 5,000 - 7,000 ",13,"['Cold Calling', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
MODEL MOULDERZ,"
Bangalore ","₹ 4,000 ",14,"['AutoCAD', 'Adobe Photoshop', 'Google SketchUp']",Not actively hiring
JVB & Company,"
Mumbai ","₹ 10,000 - 15,000 ",15,"['MS-Office', 'Time Management', 'Accounting', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
AIM BADMINTON ACADEMY,"
Jaipur ","₹ 8,000 - 25,000 ",16,"['MS-Excel', 'Effective Communication', 'Google Sheets']",Not actively hiring
Technocrat United,"
Ghaziabad, Meerut, Hapur, Modinagar, Muradnagar, Noida                                                                (Hybrid)
                                        


","₹ 12,000 - 35,000 ",17,"['Business Development', 'Sales', 'Marketing']",Not actively hiring
Galenta Interiors,"
Hyderabad ","₹ 8,000 - 10,000 ",18,"['AutoCAD', 'Google SketchUp', 'Interior design', 'V-Ray', 'Enscape']",Not actively hiring
BloodConnect,"
Work from home ",Unpaid,19,"['Social Media Marketing', 'Content Writing', 'Digital Marketing', 'Strategy', 'Public Relations', 'Online Reputation Management', 'English Proficiency (Spoken)']",Not actively hiring
Urban NXT,"
Thane, Mumbai ","₹ 10,000 - 30,000 ",20,"['Adobe Photoshop', 'Video Editing', 'Adobe Premiere Pro', 'Photography', 'Video Making', 'Adobe After Effects', 'Cinematography']",Not actively hiring
Ankx Fashion,"
Jodhpur ","₹ 2,000 - 3,000 ",21,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Web Design']",Not actively hiring
Skosh,"
Mumbai                                                                (Hybrid)
                                        


","₹ 5,000 - 10,000 ",22,"['Social Media Marketing', 'Marketing Strategies', 'Marketing Campaigns', 'Influencer Marketing']",Not actively hiring
Digi Partners,"
Indore ","₹ 5,000 - 10,000 ",23,"['Video Editing', 'Canva']",Not actively hiring
D’Forte Interior Studio,"
Pune ","₹ 10,000 - 12,000 ",24,"['AutoCAD', 'Google SketchUp']",Not actively hiring
TechPlusD2C,"
Nagpur ","₹ 5,000 - 8,000 ",25,"['HTML', 'CSS', 'JavaScript', 'jQuery', 'Shopify']",Not actively hiring
Red Robin Studios LLP,"
Delhi ","₹ 5,000 - 8,000 ",26,"['Social Media Marketing', 'Search Engine Optimization (SEO)', 'Graphic Design']",Not actively hiring
Bhanu Prakash  A,"
Hyderabad ","₹ 15,000 - 25,000 ",27,['Eyeon Fusion'],Not actively hiring
ShowDown Art,"
Noida ","₹ 10,000 - 12,000 ",28,"['Social Media Marketing', 'Facebook Marketing', 'Instagram Marketing']",Not actively hiring
Bricks Media,"
Thane ","₹ 5,000 - 10,000 ",29,"['Search Engine Optimization (SEO)', 'Creative Writing', 'Content Editing']",Not actively hiring
Navkar Infotech Services,"
Indore ","₹ 2,000 - 8,000 ",30,"['Flutter', 'REST API', 'Dart', 'iOS', 'Android', 'Firebase', 'Cloud Firestore']",Not actively hiring
Ds Steinteppich,"
Delhi ","₹ 5,000 - 10,000 ",31,"['Google Analytics', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Google AdWords', 'Search Engine Optimization (SEO)']",Not actively hiring
Anytime Fleet Management Private Limited,"
Gurgaon ","₹ 8,500 - 11,000 ",32,"['MS-Office', 'MS-Excel', 'Computer skills', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Hagnosoft Technologies Private Limited,"
Bangalore ","₹ 7,000 ",33,"['Social Media Marketing', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Creative Writing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Auraherbs,"
Mohali ","₹ 5,000 - 10,000 ",34,"['Web development', 'Effective Communication']",Not actively hiring
Empowering Humanity,"
Delhi, Dwarka ",Unpaid,35,"['Social Media Marketing', 'Content Writing', 'Teaching', 'Field Work', 'Research and Analytics', 'Graphic Design']",Not actively hiring
SIB Infotech Private Limited,"
Mumbai ","₹ 5,000 - 7,000 ",36,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Artificial intelligence']",Not actively hiring
Lightening Infotech Solution,"
Ernakulam ","₹ 10,000 - 12,000 ",37,['Effective Communication'],Not actively hiring
GDM INFRA & REALTY,"
Indore ","₹ 2,000 ",38,"['Creativity', 'Content Writing', 'Videography', 'Photography', 'Effective Communication']",Not actively hiring
Raghu Creations Private Limited,"
Delhi ","₹ 4,000 - 5,000 ",39,"['Social Media Marketing', 'Video Editing', 'Fashion Designing', 'Video Making', 'Image Editing', 'AI Image Generation']",Not actively hiring
United Schools Organisation Of India,"
Delhi ","₹ 10,000 - 10,001 ",0,"['Linux Administration', 'Windows']",Not actively hiring
DAPT Technologies,"
Gorakhpur ","₹ 7,000 - 9,000 ",1,"['Web Services', 'Data Interpretation', 'Data Preparation', 'Data Extraction']",Not actively hiring
Unify Food Works Private Limited,"
Delhi ","₹ 20,000 ",2,"['Social Media Marketing', 'Video Editing', 'Facebook Marketing', 'Video Making', 'Content Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Ashtavaidyan Pulamanthole Mooss Ayurveda Hospital,"
Malappuram ","₹ 5,000 - 15,000 ",3,"['MS-Office', 'MS-Word', 'MS-PowerPoint', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
3DShikshan,"
Pune                                                                (Hybrid)
                                        


","₹ 16,500 - 20,000 ",4,"['3D Modeling', '3D Printing']",Not actively hiring
Snap Exports Private Limited,"
Indore ","₹ 8,000 - 10,000 ",5,"['Digital Marketing', 'E-commerce', 'MS-Excel']",Not actively hiring
Eholler Digital Services Private Limited,"
Chennai ","₹ 6,000 - 9,000 ",6,"['Social Media Marketing', 'MS-Office', 'Digital Marketing', 'MS-Excel', 'English Proficiency (Written)']",Not actively hiring
HITECH MEDICOS,"
Kolkata ","₹ 3,000 - 5,000 ",7,['Graphic Design'],Not actively hiring
Steady Rabbit,"
Ghaziabad ","₹ 8,000 - 10,000 ",8,"['MS-Excel', 'Coordination', 'Effective Communication', 'Google Sheets']",Not actively hiring
Cloud Intellect,"
Pune ","₹ 10,000 - 12,000 ",9,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'LinkedIn Marketing', 'Instagram Marketing']",Not actively hiring
Navjyoti  India Foundation,"
Delhi, Gurgaon ","₹ 10,000 - 20,000 ",10,"['Social Media Marketing', 'Content Writing', 'Adobe Photoshop', 'Video Editing', 'Adobe Premiere Pro', 'Videography', 'Digital Marketing']",Not actively hiring
HN Brain Works,"
Noida ","₹ 7,000 - 10,000 ",11,"['Google Analytics', 'Search Engine Marketing (SEM)', 'Google AdWords', 'Search Engine Optimization (SEO)']",Not actively hiring
Gera Developments Private Limited,"
Pune ","₹ 14,000 - 17,000 ",12,['Auditing'],Not actively hiring
Caterspoint Futuristic Foods,"
Delhi ","₹ 10,000 - 12,000 ",13,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Creative Writing', 'Email Marketing', 'English Proficiency (Spoken)']",Not actively hiring
Technolabs Software Solutions Private Limited,"
Ahmedabad ","₹ 2,000 - 6,000 ",14,"['Technical Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Today Infra And Management Solution,"
Lucknow ","₹ 4,500 - 6,000 ",15,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Facebook Marketing', 'Creative Writing', 'English Proficiency (Written)', 'Instagram Marketing']",Not actively hiring
Apex Info-Serve Private Limited,"
Bhubaneswar ","₹ 5,000 - 7,000 ",16,"['Social Media Marketing', 'Google Analytics', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'English Proficiency (Written)']",Not actively hiring
Syntric Media,"
Hyderabad ","₹ 7,000 - 20,000 ",17,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Creative Writing', 'Web development', 'Web Design']",Not actively hiring
Himalaya Enterprises,"
Raipur ","₹ 9,000 - 18,000 ",18,"['MS-Office', 'Project Management', 'MS-Word', 'Statistical Modeling', 'Problem Solving', 'Proofreading', 'Report Writing']",Not actively hiring
Ad One Stop Point,"
Indore ","₹ 2,000 ",19,"['Social Media Marketing', 'Digital Marketing', 'Search Engine Optimization (SEO)']",Not actively hiring
Sourcedesk Global Private Limited,"
Kolkata ","₹ 8,000 - 12,000 ",20,"['Adobe Photoshop', 'CorelDRAW', 'Video Editing', 'Adobe Premiere Pro', 'Adobe InDesign', 'UI & UX Design', 'Adobe After Effects']",Not actively hiring
Magnus Education,"
Pune, Mumbai ","₹ 9,000 - 25,000 ",21,"['Social Media Marketing', 'Digital Marketing', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
H.E. Global Private Limited,"
Ahmedabad ","₹ 15,000 - 20,000 ",22,"['MS-Office', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Kathanika Media,"
Hyderabad ","₹ 5,000 - 10,000 ",23,"['Adobe Photoshop', 'Video Editing', 'Adobe Premiere Pro']",Not actively hiring
Anchors.in,"
Noida ","₹ 10,000 - 15,000 ",24,"['B2B Sales', 'English Proficiency (Spoken)', 'Sales', 'Effective Communication', 'Sales Strategy']",Not actively hiring
GROWTHSUTRA,"
Gurgaon                                                                (Hybrid)
                                        


","₹ 7,500 - 15,000 ",25,"['Social Media Marketing', 'Python', 'Google Analytics', 'Search Engine Marketing (SEM)', 'Video Editing', 'Digital Marketing', 'Google AdWords']",Not actively hiring
Virajo AutoSoft Private Limited,"
Delhi, Pune, Mumbai, Nagpur                                                                (Hybrid)
                                        


","₹ 2,000 - 10,000 ",26,"['Social Media Marketing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
SUNIL MALLAN Adv,"
Mohali ",Unpaid,27,"['MS-Office', 'Legal Research', 'Legal Drafting', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Legal Writing']",Not actively hiring
Nimble Cowork,"
Jaipur ","₹ 18,000 ",28,"['MS-Word', 'Networking', 'Operations', 'Business Management', 'English Proficiency (Written)', 'Business Development', 'Canva']",Not actively hiring
Obitel Prime Realtors LLP,"
Pune ","₹ 10,000 - 12,000 ",29,"['Negotiation', 'Effective Communication', 'Customer Support']",Not actively hiring
AnRk Partners,"
Bangalore ","₹ 15,000 - 30,000 ",30,"['Client Interaction', 'Vendor Management', 'Lead Generation']",Not actively hiring
BIRCH Athletica,"
Delhi, Gurgaon, Noida                                                                (Hybrid)
                                        


","₹ 5,000 ",31,"['Videography', 'Photography', 'Canva', 'Instagram Marketing', 'Pinterest Marketing', 'Influencer Marketing', 'Community Management']",Not actively hiring
Hir'd Services Private Limited,"
Indore ","₹ 3,000 - 8,000 ",32,"['Recruitment', 'MS-Excel', 'English Proficiency (Spoken)', 'Talent Management', 'Self-learning']",Not actively hiring
Propell Action,"
Thane ","₹ 12,500 - 22,500 ",33,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Adobe Creative Suite', 'UI & UX Design', 'Adobe After Effects']",Not actively hiring
Trinetra Media,"
Thane ","₹ 2,500 - 4,000 ",34,"['CorelDRAW', 'Adobe Illustrator']",Not actively hiring
Munchable.Tv,"
Bangalore                                                                (Hybrid)
                                        


","₹ 25,000 - 35,000 ",35,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Video Making']",Not actively hiring
Skematix Technologies,"
Coimbatore                                                                (Hybrid)
                                        


","₹ 10,000 - 15,000 ",36,"['Social Media Marketing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Exhibitions India Group,"
Delhi ","₹ 12,000 - 18,000 ",37,"['English Proficiency (Spoken)', 'Interpersonal skills', 'Effective Communication']",Not actively hiring
Olyv,"
Bangalore ","₹ 25,000 ",38,"['Content Marketing', 'Content Editing']",Not actively hiring
Bubber Couture,"
Mumbai ","₹ 7,000 - 7,500 ",39,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Canva']",Not actively hiring
Maximyz Cloud,"
Delhi                                                                (Hybrid)
                                        


","₹ 6,000 ",0,"['Cold Calling', 'Client Relationship Management (CRM)', 'English Proficiency (Spoken)']",Not actively hiring
Qaaq.app,"
Mumbai ","₹ 15,000 - 30,000 ",1,"['Adobe Photoshop', 'Video Editing', 'Final Cut Pro']",Not actively hiring
White Warbler Communications Private Limited,"
Pune ","₹ 10,000 - 25,000 ",2,"['Social Media Marketing', 'English Proficiency (Written)']",Not actively hiring
Giggling Monks Media,"
Mumbai, Vasai ","₹ 5,000 - 10,000 ",3,"['Project Management', 'MS-Excel', 'Google Workspace', 'Effective Communication']",Not actively hiring
If Else Solutions,"
Karwar ","₹ 10,000 - 15,000 ",4,"['HTML', 'CSS', 'JavaScript']",Not actively hiring
Nuutjob,"
Ahmedabad ","₹ 10,000 - 16,000 ",5,"['Video Editing', 'Video Making', 'Canva', 'Influencer Marketing', 'Content Editing']",Not actively hiring
Pristine Technologies And Industries,"
Jaipur ","₹ 10,000 - 12,000 ",6,"['MS-Office', 'English Proficiency (Spoken)']",Not actively hiring
DigiSimba,"
Gurgaon ","₹ 5,000 - 10,000 ",7,"['Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Problem Solving', 'Adobe After Effects', 'Canva', 'Motion Graphics']",Not actively hiring
Five Fingers Innovative Solutions Private Limited,"
Hyderabad ","₹ 2,000 - 5,000 ",8,"['AutoCAD', 'Python', 'SolidWorks', 'Catia', 'Autodesk Fusion 360']",Not actively hiring
Parboni By Amrita,"
Bangalore                                                                (Hybrid)
                                        


","₹ 3,000 - 5,000 ",9,"['Content Writing', 'Search Engine Optimization (SEO)', 'Photography', 'English Proficiency (Spoken)', 'AI Video Generation']",Not actively hiring
InfluencerHai - Influencer & Digital Marketing Agency,"
Jaipur ","₹ 5,000 - 6,000 ",10,"['Social Media Marketing', 'Video Editing', 'Videography', 'Script Writing']",Not actively hiring
Enlace Solutions,"
Pune ","₹ 10,000 - 13,000 ",11,"['MS-Office', 'MS-Word', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Ziyyara Edutech Private Limited,"
Noida ","₹ 4,000 - 5,000 ",12,"['Google Analytics', 'Digital Marketing', 'Search Engine Optimization (SEO)']",Not actively hiring
Bidshade Media,"
Noida ","₹ 10,000 ",13,"['Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Effective Communication']",Not actively hiring
Digitiq,"
Mumbai                                                                (Hybrid)
                                        


","₹ 8,000 ",14,"['Blogging', 'Creative Writing', 'Copywriting', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Mingo,"
Work from home ",Performance Based,15,"['Effective Communication', 'Community Management']",Not actively hiring
Fincon,"
Chandigarh, Mohali, Sahibzada Ajit Singh Nagar, Punjab, Himachal Pradesh, Haryana ","₹ 10,000 - 12,000 ",16,"['Content Writing', 'Blogging', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Lead Generation', 'Effective Communication']",Not actively hiring
The Cover Up Project,"
Mumbai                                                                (Hybrid)
                                        


","₹ 10,000 - 12,000 ",17,"['Social Media Marketing', 'Video Editing', 'Content Management', 'Canva', 'Facebook Ads', 'Performance Marketing', 'Instagram Ads']",Not actively hiring
Amazing Resources,"
Noida ","₹ 10,000 - 15,000 ",18,['Effective Communication'],Not actively hiring
Innara AI,"
Work from home ","₹ 2,000 - 2,500 ",19,"['Social Media Marketing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Canva', 'Capcut']",Not actively hiring
MS Enterprises,"
Naigaon, Mira Bhayandar, Dahisar ","₹ 12,000 - 20,000 ",20,"['Social Media Marketing', 'MS-Office', 'Event Management', 'Client Relationship', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)']",Not actively hiring
Multiwave Business Solutions Pvt. Ltd.,"
Bangalore ","₹ 10,000 - 20,000 ",21,"['Negotiation', 'Effective Communication']",Not actively hiring
Vansun Ventures Private Limited,"
Gurgaon ","₹ 7,000 - 9,000 ",22,"['English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)']",Not actively hiring
TERI,"
Delhi ","₹ 8,000 - 12,000 ",23,"['Content Writing', 'Adobe Photoshop', 'Canva']",Not actively hiring
The Whitespace Architects,"
Varanasi ","₹ 7,000 - 8,000 ",24,"['Adobe Photoshop', 'Google SketchUp']",Not actively hiring
With Best Compliments,"
Mumbai, Virar, Naigaon, Vasai, Mira Bhayandar, Nala Sopara, Kaman                                                                (Hybrid)
                                        


","₹ 2,000 - 4,000 /week",25,"['Client Interaction', 'English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)', 'Marathi Proficiency(Spoken)', 'Gujarati Proficiency (Spoken)']",Not actively hiring
MyGully,"
Lucknow ","₹ 8,000 - 10,000 ",26,"['Cold Calling', 'Effective Communication', 'Self-learning']",Not actively hiring
ELITE IMMIGRATION CONSULTANT AND SERVICES,"
Pune                                                                (Hybrid)
                                        


","₹ 7,000 - 17,500 ",27,"['Video Editing', 'Adobe Premiere Pro', 'Video Making', 'Graphic Design']",Not actively hiring
ICubes,"
Udaipur ","₹ 5,000 ",28,"['Digital Marketing', 'Search Engine Optimization (SEO)', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
LineupX,"
Mumbai ","₹ 10,000 - 12,000 ",29,['Effective Communication'],Not actively hiring
Atfem KhetiGaadi Private Limited,"
Pune ","₹ 5,000 - 7,000 ",30,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Creative Writing']",Not actively hiring
JPR INDUSTRIES,"
Chennai                                                                (Hybrid)
                                        


","₹ 4,000 ",31,"['Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'Business Development', 'Sales', 'Customer Acquisition']",Not actively hiring
Vaahan Renew Energy Private Limited,"
Pondicherry ","₹ 5,000 - 12,000 ",32,"['Assembly', 'Mechanical & Electrical Product Design']",Not actively hiring
Outcast Republic,"
Thane, Mumbai, Vashi ","₹ 5,000 - 15,000 ",33,"['Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Eduraa Private Tutors,"
Mumbai ","₹ 5,500 - 15,000 ",34,"['Social Media Marketing', 'Digital Marketing', 'Operations', 'English Proficiency (Spoken)', 'Effective Communication']",Not actively hiring
Dhawal Jain,"
Jabalpur                                                                (Hybrid)
                                        


","₹ 6,000 ",35,"['Social Media Marketing', 'Digital Marketing', 'Facebook Marketing', 'Content Management', 'Instagram Marketing', 'Content Editing']",Not actively hiring
Gherbs,"
Faridabad ","₹ 2,000 - 5,000 ",36,['Search Engine Optimization (SEO)'],Not actively hiring
DigiChefs,"
Mumbai                                                                (Hybrid)
                                        


","₹ 5,000 - 10,000 ",37,"['Digital Marketing', 'Search Engine Optimization (SEO)']",Not actively hiring
GOEXPERIO LLP,"
Delhi ","₹ 15,000 ",38,"['Time Management', 'Decision making', 'Teamwork', 'Interpersonal skills', 'Effective Communication', 'Google Sheets']",Not actively hiring
House Of Hiranandani,"
Mumbai ","₹ 10,000 ",39,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Interpersonal skills', 'Effective Communication']",Not actively hiring
