Name,location,stipend,company_id,skills,hiring
Solchemi,"
Work from home ","₹ 5,000 - 1,50,000 ",7,['Social Media Marketing'],Actively hiring
Event Cube,"
Noida                                                                (Hybrid)
                                        


","₹ 4,000 - 8,000 ",8,"['Event Management', 'English Proficiency (Spoken)', 'Business Development']",Not actively hiring
StartupSetu,"
Pune ","₹ 11,000 - 32,000 ",9,"['MS-Office', 'Accounting', 'Client Interaction', 'Tally', 'Taxation', 'Client Relationship Management (CRM)', 'Coordination']",Not actively hiring
Tailored Paw,"
Work from home ","₹ 2,500 - 4,000 ",10,"['Social Media Marketing', 'Canva']",Actively hiring
Rahul Sir Classes,"
Work from home ","₹ 3,000 - 7,000 ",11,"['Adobe Photoshop', 'CorelDRAW', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Adobe Creative Suite', 'Adobe InDesign']",Actively hiring
Lit Amor,"
Work from home ","₹ 3,000 - 10,000 ",12,['English Proficiency (Spoken)'],Not actively hiring
Rahul Sir Classes,"
Work from home ","₹ 2,000 - 4,000 ",13,['Interpersonal skills'],Actively hiring
Rahul Sir Classes,"
Work from home ","₹ 2,000 - 5,000 ",14,"['MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)']",Actively hiring
Chamela Helpdia Charitable Trust,"
Work from home ",Unpaid,15,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'Anchoring']",Not actively hiring
Chamela Helpdia Charitable Trust,"
Work from home ",Unpaid,16,"['Video Editing', 'Video Making']",Not actively hiring
International Institute Of SDGs & Public Policy Research,"
Work from home ",Unpaid,17,"['HTML', 'JavaScript', 'React']",Actively hiring
DOC-Q,"
Bangalore ","₹ 2,000 - 5,000 ",18,"['Social Media Marketing', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
The Active Story,"
Work from home ","₹ 1,000 ",19,"['Adobe Photoshop', 'Video Editing', 'Final Cut Pro']",Not actively hiring
Noisemakers,"
Work from home ","₹ 3,000 ",20,"['Adobe Premiere Pro', 'Adobe After Effects', 'Capcut']",Not actively hiring
Minus Equals Plus,"
Panjim, Penha De França, Mapusa, North Goa, Anjuna, Pilerne, Aradi Socorro ","₹ 5,000 - 7,000 ",21,"['Video Editing', 'Creative Thinking', 'Problem Solving', 'Photography', 'Video Making', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
Minus Equals Plus,"
Work from home ","₹ 2,000 - 3,000 ",22,"['PHP', 'HTML', 'CSS', 'JavaScript', 'jQuery', 'WordPress', 'Node.js']",Actively hiring
Garniche,"
Delhi ","₹ 5,000 - 10,000 ",23,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Coding Junior,"
Noida ","₹ 15,000 ",24,"['MS-Office', 'MS-Word', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
PreBeats,"
Delhi, Gurgaon ","₹ 7,000 - 12,000 ",25,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Creative Writing']",Not actively hiring
Unibridges,"
Delhi ","₹ 7,000 ",26,"['MS-Word', 'Typing']",Not actively hiring
Coding Junior,"
Work from home ","₹ 15,000 ",27,"['Social Media Marketing', 'Canva', 'Effective Communication']",Actively hiring
Stirring Minds,"
Work from home ","₹ 6,000 - 14,000 ",28,"['Tally', 'Zoho Books', 'GST']",Actively hiring
Coding Junior,"
Jaipur ","₹ 15,000 ",29,"['Product Management', 'English Proficiency (Spoken)', 'Product Lifecycle Management(PLM)', 'Community Management']",Actively hiring
Warewe Consultancy Private Limited,"
Gurgaon ","₹ 15,000 - 20,000 ",30,"['Python', 'Django', 'Node.js', 'PostgreSQL', 'REST API', 'Stripe Payment API', 'FastAPI']",Actively hiring
Warewe Consultancy Private Limited,"
Gurgaon ","₹ 15,000 - 20,000 ",31,"['JavaScript', 'Node.js', 'Express.js', 'REST API', 'Amazon Web Services (AWS)', 'Redux']",Actively hiring
Marketing Espy,"
Work from home ","₹ 9,000 - 10,000 ",32,"['Adobe Photoshop', 'CorelDRAW', 'Adobe Illustrator', 'Adobe Premiere Pro', 'Adobe Creative Suite', 'Adobe InDesign', 'Adobe After Effects']",Not actively hiring
PRAM,"
Work from home ","₹ 26,000 - 31,001 ",33,['Software Testing'],Actively hiring
Finzo Ventures Private Limited,"
Bangalore ","₹ 8,000 - 15,000 ",34,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
Maxgen Technologies Private Limited,"
Ahmedabad ","₹ 5,000 - 12,000 ",35,"['Python', 'Machine Learning', 'Natural Language Processing (NLP)', 'Deep Learning']",Actively hiring
Maxgen Technologies Private Limited,"
Pune ","₹ 5,000 - 12,000 ",36,"['PHP', 'HTML', 'CSS', 'JavaScript', 'Node.js', 'React', 'MERN']",Actively hiring
Nerida Group,"
Navi Mumbai ","₹ 6,000 - 11,000 ",37,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Creative Writing', 'Instagram Marketing']",Actively hiring
Unnity,"
Delhi ","₹ 8,000 - 12,000 ",38,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Canva']",Not actively hiring
IIDE Education Private Limited,"
Mumbai ","₹ 5,000 - 7,000 ",39,"['MS-Office', 'Coordination', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Interpersonal skills', 'Google Workspace', 'Effective Communication']",Actively hiring
YELL,"
Delhi ","₹ 12,000 - 15,000 ",0,"['Adobe Photoshop', 'Adobe Illustrator']",Not actively hiring
Ryze AI,"
Work from home ","₹ 10,000 ",1,"['HTML', 'CSS', 'JavaScript', 'React', 'TypeScript']",Actively hiring
Graveiens Eduservices Private Limited,"
Work from home ","₹ 5,000 - 6,000 ",2,"['Content Writing', 'Physics', 'Chemistry', 'Mathematics', 'Biology']",Not actively hiring
AKS Facilities,"
Faridabad, Gurgaon, Delhi, Dwarka ","₹ 7,000 - 15,000 ",3,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Creative Writing', 'Email Marketing']",Not actively hiring
Brands Jar,"
Pune ","₹ 15,000 - 20,000 ",4,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe Creative Suite', 'AI Image Generation']",Actively hiring
CapitalCORN,"
Bangalore ","₹ 10,000 - 13,000 ",5,"['MS-Office', 'Recruitment', 'MS-Excel', 'Human Resources', 'English Proficiency (Spoken)', 'HR Operations']",Actively hiring
Enpointe,"
Mumbai ","₹ 10,000 - 15,000 ",6,"['MySQL', 'HTML', 'CSS', 'JavaScript', 'Node.js', 'Express.js', 'React']",Actively hiring
Incra Soft Private Limited,"
Hyderabad ","₹ 11,000 - 12,000 ",7,"['HTML', 'CSS', 'JavaScript', 'AngularJS', 'Node.js', 'Angular 2.0', 'Angular 7.0']",Not actively hiring
eigoPaathshala,"
Ahmedabad, Chennai, Delhi, Gurgaon, Mumbai, Bangalore ","₹ 20,000 - 30,000 ",8,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Effective Communication']",Not actively hiring
The Backpacker Co,"
Mumbai ","₹ 20,000 - 25,000 ",9,"['MS-Excel', 'Canva', 'Travel Itinerary Making', 'ChatGPT', 'Travel Management']",Not actively hiring
Planys Technologies Private Limited,"
Chennai ","₹ 10,000 - 12,000 ",10,"['Communication Skills', 'MS-Office', 'Document Management']",Actively hiring
Crossing Hurdles,"
Gurgaon ","₹ 15,500 - 30,000 ",11,"['Recruitment', 'Cold Calling', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Google Workspace', 'Effective Communication']",Actively hiring
Jaipur SEO Company,"
Jaipur ","₹ 5,000 - 20,000 ",12,"['Leadership', 'Project Management', 'Client Interaction', 'Email Marketing', 'Copywriting', 'Lead Generation', 'Client Relationship']",Not actively hiring
Madvision Agency,"
Chennai ","₹ 3,000 - 5,000 ",13,"['Social Media Marketing', 'Digital Marketing', 'Creative Writing', 'Instagram Marketing']",Not actively hiring
Agrawal Group Of Publications,"
Agra ","₹ 8,000 - 10,000 ",14,"['MS-Office', 'MS-Word', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Interpersonal skills', 'Effective Communication']",Not actively hiring
CollEdge Connect,"
Delhi ","₹ 5,000 - 7,000 ",15,"['Videography', 'Photography', 'Cinematography']",Not actively hiring
Jogaz Info Private Limited,"
Delhi ","₹ 5,000 ",16,"['C#', '.NET', 'ASP.NET', 'C#.NET', 'Model View Controller(MVC)']",Not actively hiring
JP IT STAFFING LLC,"
Work from home ","₹ 2,000 - 8,000 ",17,['Software Development Life Cycle (SDLC)'],Not actively hiring
Shubham Khandelwal,"
Mumbai ","₹ 25,000 - 45,000 ",18,"['Firebase', 'Artificial intelligence', 'Gemini', 'Vibe Coding']",Actively hiring
Maximalist Marketing,"
Work from home ","₹ 5,000 ",19,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
Ask First,"
Hyderabad, Madhavaram ","₹ 10,000 - 15,000 ",20,"['Social Media Marketing', 'Adobe Illustrator', 'Adobe Premiere Pro', 'Adobe After Effects', 'Generative AI Tools']",Actively hiring
FynTune Solution Private Limited,"
Thane, Navi Mumbai, Turbhe ","₹ 8,000 - 12,000 ",21,"['Manual Testing', 'Effective Communication']",Actively hiring
Treviax.in,"
Work from home ","₹ 15,000 - 25,000 ",22,"['HTML', 'CSS', 'Python', 'Django', 'Machine Learning', 'REST API', 'Flask']",Not actively hiring
Treviax.in,"
Work from home ","₹ 10,000 - 20,000 ",23,"['PHP', 'MySQL', 'HTML', 'CSS', 'JavaScript', 'jQuery', 'WordPress']",Not actively hiring
Treviax.in,"
Work from home ","₹ 10,000 - 20,000 ",24,"['Python', 'SQL', 'Data Analytics', 'MS-Excel', 'Data Science', 'Power BI', 'Tableau']",Not actively hiring
TwiLearn EduTech Private Limited,"
Work from home ","₹ 10,000 - 20,000 ",25,"['Python', 'Data Analytics', 'Machine Learning', 'Data Science', 'Natural Language Processing (NLP)', 'Deep Learning', 'Artificial intelligence']",Not actively hiring
Firststore.io,"
Mumbai ","₹ 10,000 ",26,"['MS-Excel', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)']",Actively hiring
Firststore.io,"
Mumbai ","₹ 10,000 ",27,"['MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Actively hiring
Firststore.io,"
Mumbai ","₹ 10,000 ",28,"['MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Marketing Strategies', 'Sales Strategy']",Actively hiring
Firststore.io,"
Mumbai ","₹ 10,000 ",29,"['MS-Excel', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)']",Actively hiring
Firststore.io,"
Mumbai ","₹ 10,000 ",30,"['MS-Office', 'English Proficiency (Spoken)']",Actively hiring
Firststore.io,"
Mumbai ","₹ 10,000 ",31,"['MS-Office', 'English Proficiency (Spoken)']",Actively hiring
Firststore.io,"
Mumbai ","₹ 10,000 ",32,"['Google AdWords', 'Email Marketing', 'YouTube Ads', 'Facebook Ads', 'Instagram Ads']",Actively hiring
Graps Marketing Pvt Ltd,"
Bhopal ","₹ 3,000 - 5,000 ",33,"['Social Media Marketing', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Swastik Enterprises,"
Lucknow ","₹ 9,000 - 10,000 ",34,"['Project Management', 'MS-Word', 'MS-PowerPoint', 'MS-Excel', 'Effective Communication', 'Microsoft Outlook']",Actively hiring
LetzStepIn Private Limited,"
Pune                                                                (Hybrid)
                                        


","₹ 5,000 - 13,000 ",35,"['MS-Office', 'MS-Word', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Generative AI Tools']",Not actively hiring
TraviYO,"
Noida ","₹ 10,000 ",36,"['MS-Office', 'MS-Excel', 'Technical Support', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)']",Not actively hiring
Buzz Electronics Private Limited,"
Delhi ","₹ 10,000 ",37,['Sales'],Not actively hiring
Shri Khushal Das University,"
Noida ","₹ 15,000 - 20,000 ",38,"['Interpersonal skills', 'Effective Communication']",Not actively hiring
Admission Guru Dronacharya,"
Udaipur, Jaipur ","₹ 13,000 - 18,000 ",39,['English Proficiency (Spoken)'],Not actively hiring
24 Market Reports,"
Pune ","₹ 8,000 - 10,000 ",0,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Corporate Infocom Private Limited,"
Delhi, Ghaziabad, Noida ","₹ 5,000 - 10,000 ",1,"['Social Media Marketing', 'Facebook Marketing', 'Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Instagram Marketing']",Not actively hiring
EDUAVENIR SOLUTION PRIVATE LIMITED,"
Mumbai ","₹ 8,000 - 12,000 ",2,"['Social Media Marketing', 'Blogging', 'Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Birbal,"
Delhi, Ghaziabad, Noida ","₹ 5,000 - 10,000 ",3,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro']",Not actively hiring
Career Options,"
Kolkata ","₹ 10,000 - 18,000 ",4,['Effective Communication'],Not actively hiring
Saday,"
Delhi                                                                (Hybrid)
                                        


",Unpaid,5,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Effective Communication', 'Psychology']",Not actively hiring
Huetex,"
Work from home ","₹ 8,000 - 12,000 ",6,"['Video Editing', 'Canva']",Not actively hiring
Podium Systems Private Limited,"
Work from home ","₹ 2,000 - 4,000 ",7,"['MS-Office', 'Recruitment', 'English Proficiency (Spoken)']",Actively hiring
Graveiens Eduservices Private Limited,"
Noida ","₹ 15,000 - 20,000 ",8,"['Social Media Marketing', 'Digital Marketing', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Ganga Maxx Marketplace,"
Hyderabad ","₹ 7,000 ",9,"['Social Media Marketing', 'Digital Marketing', 'Client Interaction', 'Client Relationship', 'Sales Support', 'Telugu Proficiency (Spoken)', 'Sales']",Not actively hiring
Assago,"
Gurgaon ","₹ 10,000 - 15,000 ",10,"['MS-PowerPoint', 'MS-Excel']",Not actively hiring
Create Bytes,"
Gurgaon ","₹ 12,000 - 15,000 ",11,"['Client Interaction', 'MS-Excel', 'Client Relationship', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales', 'Effective Communication']",Not actively hiring
Wowstyz,"
Indore ","₹ 5,000 - 10,000 ",12,"['Social Media Marketing', 'Digital Marketing', 'Google AdWords', 'Creative Writing', 'Script Writing', 'English Proficiency (Spoken)']",Not actively hiring
Protectt.ai Labs Private Limited,"
Mumbai ","₹ 30,000 - 40,000 ",13,"['Social Media Marketing', 'Event Management', 'Content Writing', 'Database Management System (DBMS)', 'Market research', 'Collaboration']",Actively hiring
Inorbvict Healthcare India Private Limited,"
Pune ","₹ 4,000 - 5,000 ",14,"['Corporate Law', 'Legal Drafting', 'English Proficiency (Written)', 'Effective Communication', 'Legal Writing', 'Corporate Governance']",Actively hiring
Brandist,"
Chennai ","₹ 10,000 - 20,000 ",15,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe After Effects']",Not actively hiring
11:11 Advertising,"
Ahmedabad, Kolkata, Pune, Surat, Mumbai, Jaipur                                                                (Hybrid)
                                        


","₹ 12,000 - 14,500 ",16,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Adobe Animate', 'Video Making', 'Animation']",Actively hiring
Logische Innovative Pvt Ltd,"
Work from home ","₹ 2,000 - 5,000 ",17,"['Adobe Premiere Pro', 'Adobe Animate', 'Motion Graphics', 'Elevenlabs (GenAI)']",Actively hiring
Cordial Solutions,"
Kolkata                                                                (Hybrid)
                                        


","₹ 9,000 - 16,000 ",18,"['Social Media Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Aapka Sahara Foundation,"
Work from home ","₹ 7,500 ",19,"['Leadership', 'Recruitment', 'Networking', 'Effective Communication']",Actively hiring
Cult.fit Sarjapur,"
Bangalore ","₹ 17,500 - 32,000 ",20,['Effective Communication'],Actively hiring
MyCleaners,"
Gurgaon ","₹ 12,000 - 15,000 ",21,"['PHP', 'HTML', 'Python']",Actively hiring
CollEdge Connect,"
Delhi                                                                (Hybrid)
                                        


","₹ 5,000 - 7,500 ",22,"['Video Editing', 'Video Making']",Not actively hiring
UpMentor-X,"
Work from home ","₹ 11,000 - 13,500 ",23,['Social Media Marketing'],Actively hiring
IDE Commercial,"
Gurgaon ","₹ 12,500 - 20,000 ",24,"['Social Media Marketing', 'Adobe Photoshop', 'Video Editing', 'Videography', 'Google AdWords', 'Facebook Marketing', 'Video Making']",Actively hiring
Katira International,"
Thane, Navi Mumbai, Mumbai                                                                (Hybrid)
                                        


","₹ 2,001 - 24,000 ",25,"['Social Media Marketing', 'MS-Office', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Canva']",Not actively hiring
Meru Technosoft Private Limited,"
Work from home ","₹ 5,000 - 6,000 ",26,"['Accounting', 'Accounting Software']",Actively hiring
Reach Skyline,"
Madurai ","₹ 3,500 - 8,000 ",27,"['PHP', 'HTML', 'CSS', 'JavaScript', 'WordPress']",Not actively hiring
Intugine Technologies Private Limited,"
Work from home ","₹ 8,000 - 10,000 ",28,"['Interpersonal skills', 'Effective Communication']",Actively hiring
Equinox Research,"
Work from home ","₹ 15,000 - 45,000 ",29,"['Cold Calling', 'Client Relationship Management (CRM)', 'Interpersonal skills']",Actively hiring
Vice Captain AI Services,"
Rourkela ","₹ 10,000 - 12,000 ",30,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Creative Writing']",Actively hiring
Logiclump Technologies,"
Noida ","₹ 7,000 - 15,000 ",31,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Video Editing', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Sarthi (NGO),"
Delhi, Karnal ",Unpaid,32,"['Teaching', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)']",Not actively hiring
Vedanshu Sharma,"
Work from home ","₹ 2,000 ",33,"['Negotiation', 'Storytelling', 'Content Marketing', 'Client Relationship', 'Research and Analytics', 'Effective Communication', 'Performance Monitoring']",Not actively hiring
Vanillakart,"
Work from home ","₹ 1,000 ",34,"['Client Relationship Management (CRM)', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Marketing Espy,"
Work from home ","₹ 9,000 - 10,000 ",35,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Adobe InDesign', 'Adobe After Effects']",Not actively hiring
Countai Private Limited,"
Coimbatore ","₹ 15,000 - 40,000 ",36,"['Blogging', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'UI & UX Design', 'English Proficiency (Written)']",Actively hiring
Saumya Thakkar & Associates,"
Mumbai ","₹ 8,000 - 10,000 ",37,"['Accounting', 'Tally', 'Effective Communication', 'Microsoft 365']",Actively hiring
Tutedude,"
Gurgaon ","₹ 30,000 - 35,000 ",38,"['Social Media Marketing', 'Negotiation', 'Influencer Marketing']",Actively hiring
Nishwik Global Fintech Private Limited,"
Vasai-Virar                                                                (Hybrid)
                                        


","₹ 15,000 - 30,000 ",39,"['Client Relationship', 'Sales', 'Effective Communication', 'Field Sales']",Actively hiring
One World Network (India),"
Delhi                                                                (Hybrid)
                                        


","₹ 25,000 - 35,000 ",0,"['Adobe Photoshop', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Video Making']",Not actively hiring
Foundation To Science Innovation And Development,"
Bangalore ","₹ 10,000 ",1,"['Adobe Photoshop', 'CorelDRAW', 'Adobe Illustrator', 'Video Editing', 'Adobe Premiere Pro', 'Adobe Creative Suite', 'Adobe InDesign']",Actively hiring
Aqua2Promo,"
Lucknow                                                                (Hybrid)
                                        


","₹ 6,000 - 9,000 lump sum",2,"['Creativity', 'UI & UX Design', 'Design Thinking', 'Canva']",Not actively hiring
SkillOrbit,"
Delhi, Mumbai, Bangalore, Raj-Ranpur, Maharashtra ","₹ 18,000 - 20,000 ",3,"['MS-Office', 'Negotiation', 'MS-Excel', 'Computer skills', 'Lead Generation', 'Interpersonal skills', 'Sales']",Actively hiring
Build Your English,"
Work from home ","₹ 1,000 - 1,001 ",4,"['Adobe Photoshop', 'Video Editing', 'Adobe Premiere Pro']",Actively hiring
Bevysquare Social Private Limited,"
Noida ","₹ 8,000 - 10,000 ",5,"['Social Media Marketing', 'Content Writing', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Creative Writing', 'Content Management']",Actively hiring
Build Your English,"
Work from home ","₹ 1,000 - 1,001 ",6,"['Adobe Photoshop', 'Video Making']",Actively hiring
Intuino Business Consulting India Private Limited,"
Noida ","₹ 2,000 - 5,000 ",7,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Oija India,"
Work from home ","₹ 1,000 - 5,000 ",8,"['Content Writing', 'Adobe Photoshop', 'Creative Thinking', 'Search Engine Optimization (SEO)', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Quality Zone InfoTech,"
Delhi, Ghaziabad, Noida ","₹ 5,500 - 13,000 ",9,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing']",Actively hiring
Janitri Innovations Private Limited,"
Bangalore ","₹ 15,000 - 20,000 ",10,"['SolidWorks', 'Rhino', 'Autodesk Fusion 360', 'Design Thinking', 'CAD']",Actively hiring
Oatmilk Social,"
Chandigarh, Mohali                                                                (Hybrid)
                                        


","₹ 28,000 - 45,000 ",11,"['Social Media Marketing', 'Client Interaction', 'Operations', 'English Proficiency (Spoken)', 'Canva', 'Content Editing']",Not actively hiring
POINTSFLY TECHNOLOGIES PRIVATE LIMITED,"
Work from home ","₹ 5,000 - 5,500 ",12,['MS-Excel'],Actively hiring
Vision Achievers,"
Work from home ","₹ 5,000 - 6,000 ",13,"['Social Media Marketing', 'Content Writing', 'Digital Marketing', 'Copywriting', 'Canva', 'Facebook Ads']",Actively hiring
10X Rise - Digital Marketing Agency In Hyderabad,"
Hyderabad ","₹ 15,000 - 20,000 ",14,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe Premiere Pro', 'Adobe InDesign', 'Adobe After Effects', 'Figma', 'Filmora']",Actively hiring
Vision Achievers,"
Work from home ","₹ 6,000 - 8,000 ",15,"['Logical reasoning', 'Problem Solving', 'JSON', 'Automation', 'REST API']",Actively hiring
Paathshala Spark,"
Work from home ","₹ 5,000 - 8,000 ",16,"['Physics', 'Chemistry', 'Biology', 'Teaching', 'Online Teaching', 'Effective Communication']",Actively hiring
Paathshala Spark,"
Work from home ","₹ 6,000 - 8,000 ",17,"['Mathematics', 'Effective Communication']",Actively hiring
Central Depository Services (India) Limited,"
Mumbai ","₹ 5,000 - 10,000 ",18,"['MS-Office', 'MS-Word', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Budding Mariners,"
Work from home ","₹ 1,500 ",19,"['Time Management', 'Algorithms', 'Canva', 'Artificial intelligence', 'Interpersonal skills', 'Effective Communication', 'ChatGPT']",Actively hiring
Paathshala Spark,"
Work from home ","₹ 6,000 - 12,000 ",20,"['Physics', 'Mathematics', 'Effective Communication']",Actively hiring
Digital Heroes,"
Lucknow                                                                (Hybrid)
                                        


","₹ 20,000 - 30,000 ",21,"['SQL', 'Software Testing', 'Manual Testing', 'Analytical Thinking', 'MS-Excel', 'Quality Assurance/Quality Control (QA/QC)', 'Effective Communication']",Not actively hiring
My Soul Space - My Soul Growth Co.,"
Work from home ","₹ 7,000 - 15,000 ",22,"['MS-Excel', 'English Proficiency (Written)', 'Dietetics/Nutrition']",Actively hiring
TraviYo (Stoutweb Private Limited),"
Noida ","₹ 8,000 - 10,000 ",23,"['Business Management', 'English Proficiency (Spoken)', 'Interpersonal skills', 'Marketing', 'Effective Communication', 'Organizational Development']",Not actively hiring
MHLondon,"
Noida ","₹ 16,000 - 17,500 ",24,"['MS-Office', 'Python', 'Data Analytics', 'Financial Modeling', 'Financial Analysis', 'Advanced Excel', 'English Proficiency (Spoken)']",Actively hiring
The Brand Palette,"
Chandigarh ","₹ 12,000 - 15,000 ",25,"['Social Media Marketing', 'Creative Writing', 'Instagram Marketing']",Not actively hiring
Vivify Solutions Private Limited,"
Work from home ","₹ 9,999 - 10,000 ",26,"['Adobe Photoshop', 'Adobe Illustrator', 'Canva', 'Graphic Design']",Actively hiring
Buzdealz Ventures Private Limited,"
Work from home ","₹ 7,000 ",27,"['Creativity', 'Adobe Photoshop', 'Adobe Illustrator', 'Branding', 'Video Editing', 'Canva', 'Figma']",Actively hiring
Travel Joy By Malhotra Enterprises,"
Faridabad, Delhi, Ghaziabad, Gurgaon                                                                (Hybrid)
                                        


","₹ 7,000 - 17,000 ",28,"['Problem Solving', 'English Proficiency (Spoken)', 'Conflict Management', 'Travel Management']",Not actively hiring
NKTech,"
Noida ","₹ 5,000 - 7,000 ",29,"['Social Media Marketing', 'Search Engine Marketing (SEM)', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing']",Not actively hiring
Hungama Digital Media Entertainment Private Limited,"
Mumbai                                                                (Hybrid)
                                        


","₹ 5,000 ",30,['Creative Writing'],Actively hiring
Gursidak Foundation,"
Work from home ",Unpaid,31,['Adobe Photoshop'],Not actively hiring
Need Of Change Foundation,"
Indore, Bhopal                                                                (Hybrid)
                                        


","₹ 7,500 - 13,000 ",32,"['Marketing Campaigns', 'Effective Communication']",Not actively hiring
Digital Heroes,"
Lucknow                                                                (Hybrid)
                                        


","₹ 10,000 - 20,000 ",33,"['Project Management', 'MS-PowerPoint', 'Time Management', 'MS-Excel', 'Problem Solving', 'Coordination', 'Scrum']",Not actively hiring
"RJS & CO, CA (Ramesh J Somani And Company)","
Pune ","₹ 4,000 - 7,000 ",34,"['MS-Office', 'Accounting', 'Tally', 'MS-Excel', 'Financial Modeling', 'English Proficiency (Written)']",Not actively hiring
Solvit,"
Work from home ",Performance Based,35,"['Social Media Marketing', 'Digital Marketing', 'Public Relations', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Not actively hiring
Navig (Ekam) Health,"
Work from home ","₹ 5,000 ",36,"['MS-Excel', 'Research and Analytics']",Actively hiring
Vooraf Technology Private Limited,"
Kolkata ","₹ 6,000 ",37,"['MS-Office', 'Internet']",Actively hiring
RECRIVIO,"
Karimnagar, Mumbai, Bangalore, Andhra Nagar ","₹ 15,000 - 17,000 ",38,"['Client Interaction', 'Interpersonal skills', 'Effective Communication']",Actively hiring
Paathshala Spark,"
Work from home ","₹ 6,000 - 10,000 ",39,"['Chemistry', 'Teaching', 'English Proficiency (Spoken)', 'Effective Communication']",Actively hiring
Regional Public Relations,"
Noida ","₹ 8,000 - 10,000 ",0,"['MS-Office', 'MS-Word', 'MS-Excel']",Not actively hiring
